Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2010,A,3,South Sudan Household Health Survey 2010,SH_DYN_NMRT,,M0,PER_1000_LIVE_BIRTHS,43
