Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2010,A,0,South Sudan Household Health Survey 2010,SH_STA_BRTC,,Y15T49,PT,67
