Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,Age,UNIT_MEASURE,Value
2010,Normal value,Units,South Sudan Household Health Survey 2010,Proportion of births attended by skilled health personnel [3.1.2],,15 to 49 years old,Percent,67
